,Content ID,Reaction Type,Datetime,Content Type,Category,Score,Sentiment,  Each Category,Total Scores 
21878,c892a472-bf81-4946-83c0-d3697ba65b95,dislike,27/8/20 17:27,photo,soccer,10,negative,,
21881,c892a472-bf81-4946-83c0-d3697ba65b95,dislike,13/12/20 7:12,photo,soccer,10,positive,,
21884,aa1f824d-9df0-4b4c-a49e-0cfb7e244122,dislike,4/1/2021,audio,public speaking,10,positive,,
21901,aa1f824d-9df0-4b4c-a49e-0cfb7e244122,dislike,16/5/21 13:04,audio,public speaking,10,positive,,
21908,aa1f824d-9df0-4b4c-a49e-0cfb7e244122,dislike,6/11/2020,audio,public speaking,10,positive,,
21925,4ae90f6e-da63-4ce2-a357-a4b36c739b80,dislike,14/2/21 11:53,GIF,travel,10,positive,,
21927,4ae90f6e-da63-4ce2-a357-a4b36c739b80,dislike,6/3/2021,GIF,travel,10,positive,,
21935,4ae90f6e-da63-4ce2-a357-a4b36c739b80,dislike,30/9/20 5:21,GIF,travel,10,positive,,
21942,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,dislike,28/1/21 8:50,audio,travel,10,positive,,
21957,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,dislike,3/12/2020,audio,travel,10,positive,,
21972,0a390a93-0e59-4a7a-a12c-d3f5ce4924fe,dislike,4/8/2020,video,public speaking,10,positive,,
21973,0a390a93-0e59-4a7a-a12c-d3f5ce4924fe,dislike,20/9/20 5:13,video,public speaking,10,negative,,
21993,0a390a93-0e59-4a7a-a12c-d3f5ce4924fe,dislike,10/7/2020,video,public speaking,10,negative,,
22000,0a390a93-0e59-4a7a-a12c-d3f5ce4924fe,dislike,16/9/20 0:45,video,public speaking,10,negative,,
22024,d61c4f76-99c6-4cd7-aaad-b3561880aa26,dislike,15/3/21 16:13,photo,technology,10,positive,,
22029,d61c4f76-99c6-4cd7-aaad-b3561880aa26,dislike,4/7/2020,photo,technology,10,positive,,
22033,d61c4f76-99c6-4cd7-aaad-b3561880aa26,dislike,30/5/21 22:33,photo,technology,10,positive,,
22047,abae4f43-2356-4c6b-b51d-d2acf4644956,dislike,15/12/20 10:22,GIF,fitness,10,negative,,
22080,d4012724-c8bf-4db3-8670-dfa1f630a72a,dislike,7/5/2021,photo,studying,10,negative,,
22085,d4012724-c8bf-4db3-8670-dfa1f630a72a,dislike,22/10/20 10:18,photo,studying,10,positive,,
22086,d4012724-c8bf-4db3-8670-dfa1f630a72a,dislike,5/3/2021,photo,studying,10,positive,,
22096,d4012724-c8bf-4db3-8670-dfa1f630a72a,dislike,27/7/20 15:23,photo,studying,10,positive,,
22101,21bc3be6-6bd1-4926-8bee-c4585873851b,dislike,11/4/2021,video,soccer,10,positive,,
22127,21bc3be6-6bd1-4926-8bee-c4585873851b,dislike,10/7/2020,video,soccer,10,positive,,
22138,8c3e8682-dec4-4d3b-a4e1-8c146f70d56f,dislike,7/8/2020,video,food,10,positive,,
22161,bc8024c3-c51e-4875-b8df-419e9848f492,dislike,30/11/20 15:43,GIF,veganism,10,positive,,
22190,1e1a8878-0435-4171-97e6-fddb4abc3452,dislike,2/11/2020,GIF,healthy eating,10,negative,,
22212,8d7a1aff-abed-432f-a458-a4ab40324e72,dislike,22/4/21 1:00,GIF,travel,10,negative,,
22267,8891433d-d874-4bd5-a8ca-4114a4131b20,dislike,2/2/2021,GIF,tennis,10,negative,,
22268,8891433d-d874-4bd5-a8ca-4114a4131b20,dislike,22/5/21 10:31,GIF,tennis,10,positive,,
22293,8891433d-d874-4bd5-a8ca-4114a4131b20,dislike,29/9/20 23:54,GIF,tennis,10,positive,,
22296,8891433d-d874-4bd5-a8ca-4114a4131b20,dislike,6/9/2020,GIF,tennis,10,negative,,
22302,52be2c2f-be1f-4cda-a2d6-5c147c018115,dislike,7/4/2021,audio,food,10,negative,,
22318,52be2c2f-be1f-4cda-a2d6-5c147c018115,dislike,31/10/20 0:03,audio,food,10,positive,,
22322,52be2c2f-be1f-4cda-a2d6-5c147c018115,dislike,15/3/21 7:28,audio,food,10,neutral,,
22391,041bf6c9-8b33-4ca0-a787-762eb8837d0c,dislike,5/10/2020,GIF,food,10,negative,,
22408,041bf6c9-8b33-4ca0-a787-762eb8837d0c,dislike,4/3/2021,GIF,food,10,positive,,
22422,041bf6c9-8b33-4ca0-a787-762eb8837d0c,dislike,28/12/20 11:01,GIF,food,10,negative,,
22429,041bf6c9-8b33-4ca0-a787-762eb8837d0c,dislike,21/9/20 14:45,GIF,food,10,negative,,
22440,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,dislike,16/7/20 8:12,audio,dogs,10,positive,,
22450,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,dislike,14/11/20 9:57,audio,dogs,10,positive,,
22455,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,dislike,24/12/20 12:33,audio,dogs,10,positive,,
22463,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,dislike,8/2/2021,audio,dogs,10,positive,,
22472,5fefd228-c550-4023-b767-ec8aa62de850,dislike,19/11/20 16:10,video,cooking,10,positive,,
22528,2771fa81-b26c-4e11-86ac-90e85faf4981,dislike,5/7/2020,video,dogs,10,positive,,
22536,2771fa81-b26c-4e11-86ac-90e85faf4981,dislike,8/11/2020,video,dogs,10,neutral,,
22549,3b448410-dd36-4e79-bf4a-ba07814b308e,dislike,6/5/2021,video,travel,10,neutral,,
22573,a03b3048-776e-4925-a52e-f6b1760a1be4,dislike,13/3/21 4:54,photo,education,10,positive,,
22582,56d13215-1444-49b0-8e17-3a888bcd4e1e,dislike,7/11/2020,GIF,fitness,10,positive,,
22590,56d13215-1444-49b0-8e17-3a888bcd4e1e,dislike,19/4/21 9:35,GIF,fitness,10,negative,,
22650,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,dislike,13/4/21 3:23,video,technology,10,positive,,
22657,a8160135-2d55-4240-8f28-fbee5ec84801,dislike,1/5/2021,video,studying,10,positive,,
22658,a8160135-2d55-4240-8f28-fbee5ec84801,dislike,19/6/20 4:20,video,studying,10,positive,,
22662,33696f53-ab7b-4f3e-b3a4-e0e82990339c,dislike,21/7/20 0:37,photo,fitness,10,positive,,
22700,cafddd25-5653-4219-8dc7-a3eae45ea926,dislike,20/10/20 5:50,video,fitness,10,positive,,
22715,c24f4499-faae-4ff0-baf1-4be6a9061aa1,dislike,27/2/21 7:00,audio,animals,10,positive,,
22723,c24f4499-faae-4ff0-baf1-4be6a9061aa1,dislike,8/11/2020,audio,animals,10,neutral,,
22746,2669dbfc-65d4-4770-a916-e6507f881131,dislike,26/6/20 23:55,photo,science,10,negative,,
22754,2669dbfc-65d4-4770-a916-e6507f881131,dislike,22/7/20 3:37,photo,science,10,negative,,
22773,b529487b-160b-48cd-aacc-2741b18462c6,dislike,12/5/2021,GIF,studying,10,positive,,
22797,b529487b-160b-48cd-aacc-2741b18462c6,dislike,6/10/2020,GIF,studying,10,negative,,
22802,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,dislike,27/7/20 23:03,photo,dogs,10,positive,,
22811,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,dislike,18/7/20 7:49,photo,dogs,10,positive,,
22846,25c8f882-464d-4465-9ed2-e7f7706c1775,dislike,5/3/2021,audio,healthy eating,10,neutral,,
22852,25c8f882-464d-4465-9ed2-e7f7706c1775,dislike,16/7/20 2:50,audio,healthy eating,10,negative,,
22866,df6e9952-4e2a-488a-bb83-3a7241f30e6f,dislike,10/5/2021,video,culture,10,positive,,
22886,df6e9952-4e2a-488a-bb83-3a7241f30e6f,dislike,15/1/21 5:53,video,culture,10,neutral,,
22891,df6e9952-4e2a-488a-bb83-3a7241f30e6f,dislike,22/4/21 8:29,video,culture,10,negative,,
22905,4789b064-7b3c-4339-bf15-b9e38222930c,dislike,12/1/2021,photo,education,10,positive,,
22922,77a3ac9f-7607-411f-a280-5431c71e3943,dislike,9/12/2020,audio,tennis,10,negative,,
22937,77a3ac9f-7607-411f-a280-5431c71e3943,dislike,23/12/20 16:19,audio,tennis,10,positive,,
22943,77a3ac9f-7607-411f-a280-5431c71e3943,dislike,28/4/21 10:53,audio,tennis,10,positive,,
22957,edea43f3-1541-4e42-8419-d1cdf749025c,dislike,17/6/21 7:24,photo,cooking,10,positive,,
22966,edea43f3-1541-4e42-8419-d1cdf749025c,dislike,3/7/2020,photo,cooking,10,positive,,
22973,edea43f3-1541-4e42-8419-d1cdf749025c,dislike,13/10/20 2:13,photo,cooking,10,positive,,
23017,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,12/2/2021,GIF,science,10,positive,,
23019,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,2/3/2021,GIF,science,10,negative,,
23033,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,8/3/2021,GIF,science,10,positive,,
23040,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,5/9/2020,GIF,science,10,negative,,
23081,74989207-b147-4a13-89b8-f0d868dfdf4a,dislike,31/12/20 23:00,audio,science,10,positive,,
23086,74989207-b147-4a13-89b8-f0d868dfdf4a,dislike,20/12/20 0:03,audio,science,10,positive,,
23093,74989207-b147-4a13-89b8-f0d868dfdf4a,dislike,10/2/2021,audio,science,10,positive,,
23109,9489565a-a899-4693-ad48-369f86b4b862,dislike,7/12/2020,GIF,studying,10,positive,,
23126,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,7/11/2020,video,veganism,10,neutral,,
23149,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,28/6/20 5:15,video,veganism,10,negative,,
23159,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,11/9/2020,video,veganism,10,neutral,,
23164,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,2/2/2021,photo,tennis,10,negative,,
23166,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,8/11/2020,photo,tennis,10,neutral,,
23201,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,4/1/2021,photo,tennis,10,negative,,
23221,62e3c102-b551-4625-b949-d589babb16d8,dislike,13/10/20 12:05,photo,soccer,10,positive,,
23225,62e3c102-b551-4625-b949-d589babb16d8,dislike,2/9/2020,photo,soccer,10,positive,,
23274,37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,5/11/2020,photo,public speaking,10,positive,,
23288,37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,13/5/21 22:18,photo,public speaking,10,positive,,
23312,8644e163-704a-4a99-a859-5e07fcfe3879,dislike,20/3/21 15:40,photo,education,10,positive,,
23340,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,18/11/20 22:30,video,science,10,positive,,
23342,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,26/5/21 23:25,video,science,10,negative,,
23344,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,11/1/2021,video,science,10,positive,,
23365,235a0022-a683-4381-8e9e-aaf75fe90734,dislike,30/1/21 11:33,photo,fitness,10,negative,,
23378,235a0022-a683-4381-8e9e-aaf75fe90734,dislike,4/8/2020,photo,fitness,10,negative,,
23385,235a0022-a683-4381-8e9e-aaf75fe90734,dislike,4/10/2020,photo,fitness,10,positive,,
23399,21dfb75d-9d98-4627-b074-f4372025d23f,dislike,20/6/20 14:28,GIF,culture,10,positive,,
23413,21dfb75d-9d98-4627-b074-f4372025d23f,dislike,11/5/2021,GIF,culture,10,positive,,
23449,46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,dislike,24/2/21 0:38,video,food,10,positive,,
23450,46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,dislike,5/9/2020,video,food,10,negative,,
23460,46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,dislike,8/4/2021,video,food,10,positive,,
23472,b70813e7-8acd-462a-9b13-6d1258030fed,dislike,27/8/20 6:24,video,animals,10,neutral,,
23475,03ed0e2b-bd63-4079-8910-62c187526ca0,dislike,18/11/20 7:36,audio,healthy eating,10,positive,,
23486,03ed0e2b-bd63-4079-8910-62c187526ca0,dislike,22/6/20 8:28,audio,healthy eating,10,neutral,,
23524,5dc325aa-d5d1-4552-9997-cd25b7608be9,dislike,2/8/2020,audio,healthy eating,10,negative,,
23551,5dc325aa-d5d1-4552-9997-cd25b7608be9,dislike,28/6/20 4:14,audio,healthy eating,10,negative,,
23622,03344240-df23-421d-b0e3-4fac72fe6cd8,dislike,28/1/21 17:31,video,fitness,10,positive,,
23644,16f8b629-5173-420f-9c8b-577313e9e128,dislike,10/9/2020,video,healthy eating,10,positive,,
23657,16f8b629-5173-420f-9c8b-577313e9e128,dislike,15/3/21 12:14,video,healthy eating,10,positive,,
23678,24f994fa-51d4-4e5e-bdac-79de67e7afbb,dislike,23/6/20 23:39,video,food,10,positive,,
23691,24f994fa-51d4-4e5e-bdac-79de67e7afbb,dislike,4/10/2020,video,food,10,positive,,
23718,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,dislike,23/9/20 13:49,GIF,animals,10,negative,,
23736,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,dislike,20/7/20 23:37,GIF,animals,10,neutral,,
23784,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,16/2/21 13:26,GIF,studying,10,negative,,
23793,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,9/2/2021,GIF,studying,10,positive,,
23804,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,29/8/20 22:57,GIF,studying,10,positive,,
23827,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,25/2/21 1:31,GIF,studying,10,neutral,,
23832,bea01dba-56f4-4d26-82a1-9b13fb382d89,dislike,10/9/2020,photo,dogs,10,positive,,
23874,8fe92544-5c15-4f77-bc40-c6e4b7d13674,dislike,7/1/2021,GIF,animals,10,negative,,
23882,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,3/6/2021,GIF,cooking,10,positive,,
23886,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,6/12/2020,GIF,cooking,10,positive,,
23888,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,13/5/21 7:28,GIF,cooking,10,negative,,
23895,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,26/4/21 18:24,GIF,cooking,10,negative,,
23917,8e0f1d3e-b588-44de-a423-8224eb26aa99,dislike,14/6/21 9:08,audio,healthy eating,10,neutral,,
23936,8e0f1d3e-b588-44de-a423-8224eb26aa99,dislike,8/12/2020,audio,healthy eating,10,negative,,
23957,a1249a46-6362-4a73-a1e9-3b5d236cdd73,dislike,18/1/21 18:13,GIF,studying,10,negative,,
23992,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,10/2/2021,GIF,culture,10,positive,,
24000,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,15/3/21 14:03,GIF,culture,10,positive,,
24009,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,25/12/20 0:03,GIF,culture,10,negative,,
24040,58b0f92a-76ae-4521-a223-2b117f4f4e70,dislike,11/1/2021,video,dogs,10,positive,,
24052,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,10/1/2021,audio,technology,10,negative,,
24058,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,14/1/21 14:01,audio,technology,10,positive,,
24062,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,23/8/20 17:38,audio,technology,10,positive,,
24077,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,10/7/2020,photo,technology,10,negative,,
24080,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,26/3/21 22:25,photo,technology,10,positive,,
24083,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,18/4/21 18:18,photo,technology,10,negative,,
24092,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,25/8/20 4:01,photo,technology,10,positive,,
24100,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,20/5/21 8:14,photo,technology,10,negative,,
24122,26c02731-b5d8-4ad3-99a2-5e589e107937,dislike,4/5/2021,video,studying,10,negative,,
24150,998194db-5706-4b01-9565-7c7e7d4ea5f5,dislike,1/11/2020,audio,cooking,10,neutral,,
24164,998194db-5706-4b01-9565-7c7e7d4ea5f5,dislike,31/12/20 19:10,audio,cooking,10,positive,,
24192,54e29395-9eba-4945-abee-cad58cbab090,dislike,9/8/2020,video,science,10,negative,,
24243,c13e7406-c610-4721-b80d-2b5ad533e90a,dislike,25/6/20 12:39,GIF,cooking,10,negative,,
24263,a973290c-989a-44d2-afb9-9b4bf16cc17f,dislike,9/5/2021,video,tennis,10,positive,,
24313,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,19/2/21 9:25,video,fitness,10,negative,,
24317,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,26/7/20 0:16,video,fitness,10,negative,,
24319,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,12/1/2021,video,fitness,10,negative,,
24321,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,23/9/20 4:24,video,fitness,10,negative,,
24346,89cb4504-fccd-40f4-945e-410f74ee4735,dislike,30/9/20 22:28,photo,animals,10,positive,,
24349,89cb4504-fccd-40f4-945e-410f74ee4735,dislike,4/1/2021,photo,animals,10,positive,,
24383,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,14/1/21 13:27,photo,veganism,10,negative,,
24389,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,20/6/20 19:53,photo,veganism,10,positive,,
24398,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,16/10/20 17:47,photo,veganism,10,negative,,
24405,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,21/1/21 23:13,photo,veganism,10,positive,,
24408,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,16/2/21 8:48,photo,veganism,10,positive,,
24422,331fad49-0e33-4676-8e2d-51ec52e86625,dislike,25/6/20 17:35,audio,education,10,negative,,
24431,331fad49-0e33-4676-8e2d-51ec52e86625,dislike,9/4/2021,audio,education,10,positive,,
24443,c54b49c4-b1f2-4641-8595-1cbd19937845,dislike,18/8/20 1:28,photo,science,10,positive,,
24459,c54b49c4-b1f2-4641-8595-1cbd19937845,dislike,28/10/20 5:40,photo,science,10,positive,,
24464,c54b49c4-b1f2-4641-8595-1cbd19937845,dislike,2/2/2021,photo,science,10,positive,,
24517,435007a5-6261-4d8b-b0a4-55fdc189754b,dislike,31/7/20 5:16,audio,veganism,10,positive,,
24530,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,22/7/20 8:08,GIF,culture,10,negative,,
24534,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,24/5/21 1:44,GIF,culture,10,positive,,
24536,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,3/3/2021,GIF,culture,10,positive,,
24550,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,8/5/2021,GIF,culture,10,positive,,
24561,75d6b589-7fae-4a6d-b0d0-752845150e56,dislike,26/1/21 5:08,audio,technology,10,positive,,
24568,75d6b589-7fae-4a6d-b0d0-752845150e56,dislike,27/6/20 9:46,audio,technology,10,positive,,
7,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27/1/21 8:32,photo,studying,5,negative,,
13,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,7/10/2020,photo,studying,5,positive,,
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27/6/20 18:44,photo,studying,5,positive,,
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,9/5/2021,photo,studying,5,positive,,
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15/3/21 3:59,photo,studying,5,negative,,
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,8/3/2021,photo,healthy eating,5,positive,,
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25/5/21 1:00,photo,healthy eating,5,negative,,
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,7/12/2020,photo,healthy eating,5,negative,,
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18/11/20 23:37,photo,healthy eating,5,neutral,,
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,1/8/2020,photo,healthy eating,5,positive,,
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16/9/20 8:39,photo,technology,5,negative,,
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2/5/2021,GIF,cooking,5,negative,,
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21/5/21 7:23,video,dogs,5,positive,,
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,7/2/2021,video,dogs,5,negative,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17/10/20 11:46,video,dogs,5,positive,,
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,1/2/2021,photo,soccer,5,positive,,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24/12/20 3:24,photo,public speaking,5,negative,,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,21/11/20 8:24,photo,public speaking,5,positive,,
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23/8/20 4:39,GIF,science,5,positive,,
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,8/5/2021,GIF,tennis,5,negative,,
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,5/7/2020,GIF,tennis,5,positive,,
280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,12/5/2021,GIF,tennis,5,negative,,
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,15/4/21 13:23,GIF,tennis,5,positive,,
290,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,4/5/2021,GIF,tennis,5,positive,,
355,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,8/9/2020,video,public speaking,5,negative,,
359,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,8/1/2021,video,public speaking,5,negative,,
361,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,26/1/21 16:14,video,public speaking,5,positive,,
379,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,25/11/20 1:57,video,public speaking,5,positive,,
382,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,30/9/20 18:09,video,public speaking,5,negative,,
394,9b3a6d30-48e8-476c-82be-9031524bd04d,hate,5/10/2020,video,food,5,negative,,
396,9b3a6d30-48e8-476c-82be-9031524bd04d,hate,12/1/2021,video,food,5,negative,,
426,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,12/10/2020,video,tennis,5,negative,,
429,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,13/2/21 13:45,video,tennis,5,neutral,,
441,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,11/2/2021,video,tennis,5,negative,,
444,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,27/3/21 8:58,video,tennis,5,positive,,
463,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,29/5/21 4:12,video,tennis,5,positive,,
467,baa2db00-81ba-4c34-b17d-dd950bfa133b,hate,24/9/20 6:28,GIF,soccer,5,negative,,
480,baa2db00-81ba-4c34-b17d-dd950bfa133b,hate,24/5/21 6:17,GIF,soccer,5,positive,,
495,f98dde71-ce1d-4f6c-bb05-ae05779d2207,hate,14/4/21 13:48,GIF,soccer,5,positive,,
554,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,23/3/21 13:28,photo,studying,5,positive,,
561,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,22/1/21 15:32,photo,studying,5,positive,,
562,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,24/5/21 5:36,photo,studying,5,negative,,
595,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,25/11/20 19:16,photo,studying,5,neutral,,
622,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,hate,28/12/20 6:16,GIF,food,5,negative,,
638,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,hate,15/12/20 2:38,GIF,food,5,positive,,
658,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,hate,5/5/2021,audio,dogs,5,negative,,
661,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,hate,15/8/20 22:11,audio,dogs,5,neutral,,
686,34a3747a-0b77-42f6-ae19-87c38b94b674,hate,21/2/21 17:06,GIF,science,5,negative,,
701,34a3747a-0b77-42f6-ae19-87c38b94b674,hate,29/4/21 6:42,GIF,science,5,negative,,
710,34a3747a-0b77-42f6-ae19-87c38b94b674,hate,24/8/20 14:46,GIF,science,5,positive,,
711,34a3747a-0b77-42f6-ae19-87c38b94b674,hate,14/2/21 18:33,GIF,science,5,positive,,
715,2920dccb-e06f-49fc-8049-b6d4164dfe84,hate,19/5/21 10:39,GIF,veganism,5,positive,,
732,2920dccb-e06f-49fc-8049-b6d4164dfe84,hate,3/1/2021,GIF,veganism,5,negative,,
754,f4e3840e-bb71-40c2-afc5-9408d842646d,hate,27/3/21 5:17,photo,healthy eating,5,negative,,
766,f4e3840e-bb71-40c2-afc5-9408d842646d,hate,13/12/20 0:43,photo,healthy eating,5,positive,,
801,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,hate,14/4/21 3:24,video,food,5,neutral,,
810,74718bbf-e5a3-442f-8ca2-4a3428757fc1,hate,17/4/21 17:26,video,dogs,5,positive,,
822,74718bbf-e5a3-442f-8ca2-4a3428757fc1,hate,17/8/20 8:57,video,dogs,5,positive,,
823,74718bbf-e5a3-442f-8ca2-4a3428757fc1,hate,20/12/20 5:07,video,dogs,5,positive,,
841,89fd8f89-807f-4076-b7e7-84db361e11c1,hate,7/4/2021,audio,studying,5,positive,,
847,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,19/5/21 11:51,video,cooking,5,positive,,
849,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,26/12/20 13:56,video,cooking,5,positive,,
863,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,5/2/2021,video,cooking,5,positive,,
869,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,16/2/21 12:59,video,cooking,5,negative,,
876,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,16/9/20 6:44,audio,food,5,positive,,
883,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,11/11/2020,audio,food,5,positive,,
888,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,10/7/2020,audio,food,5,negative,,
895,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,12/12/2020,audio,food,5,negative,,
901,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,4/6/2021,audio,food,5,positive,,
908,eec5e521-4c28-4e8a-93a9-d544803fad7e,hate,12/2/2021,audio,food,5,positive,,
914,07f88a73-aef2-45fd-8b5d-418e448b853d,hate,27/12/20 3:37,GIF,animals,5,positive,,
916,07f88a73-aef2-45fd-8b5d-418e448b853d,hate,19/1/21 22:28,GIF,animals,5,positive,,
927,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,hate,25/12/20 22:21,photo,technology,5,positive,,
933,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,hate,27/12/20 22:57,photo,technology,5,positive,,
979,457301ee-3e87-40d8-8b82-ea4e1fa90e39,hate,13/1/21 14:21,GIF,healthy eating,5,negative,,
1004,4fa14453-7b29-4302-b51f-9aa23b472c1b,hate,22/1/21 21:05,audio,animals,5,negative,,
1011,16757b80-2803-4464-b5d7-e372d8d77337,hate,11/11/2020,GIF,technology,5,positive,,
